DrawObjectData_1.Matrix,DrawObjectData_1.NormleMatrix,DrawObjectData_1.EnitityID,DrawObjectData_1.MaterielID,DrawObjectData_1.Empty0,DrawObjectData_1.Empty1
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,7,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,16,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,6,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[28.0621, 45.9345, 0.3978, 1.0000]","[0.3636, -0.0000, -0.0000, -10.2044]
[-0.0000, 0.3636, -0.0000, -16.7035]
[0.0000, -0.0000, 0.3636, -0.1447]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,26,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[-32.9057, 46.4331, 0.0496, 1.0000]","[0.3636, -0.0000, -0.0000, 11.9657]
[-0.0000, 0.3636, -0.0000, -16.8848]
[0.0000, -0.0000, 0.3636, -0.0180]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[-32.9057, 46.4331, 0.0496, 1.0000]","[0.3636, -0.0000, -0.0000, 11.9657]
[-0.0000, 0.3636, -0.0000, -16.8848]
[0.0000, -0.0000, 0.3636, -0.0180]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[-32.9057, 46.4331, 0.0496, 1.0000]","[0.3636, -0.0000, -0.0000, 11.9657]
[-0.0000, 0.3636, -0.0000, -16.8848]
[0.0000, -0.0000, 0.3636, -0.0180]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,16,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[-32.9057, 46.4331, 0.0496, 1.0000]","[0.3636, -0.0000, -0.0000, 11.9657]
[-0.0000, 0.3636, -0.0000, -16.8848]
[0.0000, -0.0000, 0.3636, -0.0180]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,26,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[20.4767, 44.4813, 15.1216, 1.0000]","[0.3636, -0.0000, 0.0000, -7.4461]
[-0.0000, 0.3636, -0.0000, -16.1750]
[0.0000, -0.0000, 0.3636, -5.4988]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[20.4767, 44.4813, 15.1216, 1.0000]","[0.3636, -0.0000, 0.0000, -7.4461]
[-0.0000, 0.3636, -0.0000, -16.1750]
[0.0000, -0.0000, 0.3636, -5.4988]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,26,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[20.6724, 44.4813, -15.0611, 1.0000]","[0.3636, -0.0000, -0.0000, -7.5172]
[-0.0000, 0.3636, -0.0000, -16.1750]
[0.0000, -0.0000, 0.3636, 5.4767]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, -0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[20.6724, 44.4813, -15.0611, 1.0000]","[0.3636, -0.0000, -0.0000, -7.5172]
[-0.0000, 0.3636, -0.0000, -16.1750]
[0.0000, -0.0000, 0.3636, 5.4767]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,26,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[3.9772, 36.9943, 0.1360, 1.0000]","[0.3636, -0.0000, 0.0000, -1.4463]
[-0.0000, 0.3636, -0.0000, -13.4525]
[0.0000, -0.0000, 0.3636, -0.0494]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,9,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[3.9772, 36.9943, 0.1360, 1.0000]","[0.3636, -0.0000, 0.0000, -1.4463]
[-0.0000, 0.3636, -0.0000, -13.4525]
[0.0000, -0.0000, 0.3636, -0.0494]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[3.9772, 36.9943, 0.1360, 1.0000]","[0.3636, -0.0000, 0.0000, -1.4463]
[-0.0000, 0.3636, -0.0000, -13.4525]
[0.0000, -0.0000, 0.3636, -0.0494]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[3.9772, 36.9943, 0.1360, 1.0000]","[0.3636, -0.0000, 0.0000, -1.4463]
[-0.0000, 0.3636, -0.0000, -13.4525]
[0.0000, -0.0000, 0.3636, -0.0494]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,16,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[3.9772, 36.9943, 0.1360, 1.0000]","[0.3636, -0.0000, 0.0000, -1.4463]
[-0.0000, 0.3636, -0.0000, -13.4525]
[0.0000, -0.0000, 0.3636, -0.0494]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,6,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[22.6833, 41.0595, 0.0935, 1.0000]","[0.3636, -0.0000, 0.0000, -8.2485]
[-0.0000, 0.3636, -0.0000, -14.9307]
[0.0000, -0.0000, 0.3636, -0.0340]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,9,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[22.6833, 41.0595, 0.0935, 1.0000]","[0.3636, -0.0000, 0.0000, -8.2485]
[-0.0000, 0.3636, -0.0000, -14.9307]
[0.0000, -0.0000, 0.3636, -0.0340]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[22.6833, 41.0595, 0.0935, 1.0000]","[0.3636, -0.0000, 0.0000, -8.2485]
[-0.0000, 0.3636, -0.0000, -14.9307]
[0.0000, -0.0000, 0.3636, -0.0340]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.3502, 41.0560, -8.0196, 1.0000]","[0.3636, -0.0000, 0.0000, -0.1273]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, 2.9162]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,9,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.3502, 41.0560, -8.0196, 1.0000]","[0.3636, -0.0000, 0.0000, -0.1273]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, 2.9162]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.3502, 41.0560, -8.0196, 1.0000]","[0.3636, -0.0000, 0.0000, -0.1273]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, 2.9162]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.5741, 41.0560, 8.0906, 1.0000]","[0.3636, -0.0000, 0.0000, -0.2088]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, -2.9420]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,9,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.5741, 41.0560, 8.0906, 1.0000]","[0.3636, -0.0000, 0.0000, -0.2088]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, -2.9420]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.5741, 41.0560, 8.0906, 1.0000]","[0.3636, -0.0000, 0.0000, -0.2088]
[-0.0000, 0.3636, -0.0000, -14.9295]
[0.0000, -0.0000, 0.3636, -2.9420]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[2.8106, 33.5078, 0.0184, 1.0000]","[0.3636, -0.0000, 0.0000, -1.0220]
[-0.0000, 0.3636, -0.0000, -12.1847]
[0.0000, -0.0000, 0.3636, -0.0067]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[0.2503, 34.4575, 0.4992, 1.0000]","[0.3636, -0.0000, 0.0000, -0.0910]
[-0.0000, 0.3636, -0.0000, -12.5300]
[0.0000, -0.0000, 0.3636, -0.1815]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,21,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,9,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,14,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,15,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,10,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,7,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,5,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,19,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,11,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,3,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,8,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,0,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,4,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,1,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,16,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,6,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,22,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,23,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,24,-10,-11
"[2.7500, 0.0000, 0.0000, 0.0000]
[0.0000, 2.7500, 0.0000, 0.0000]
[0.0000, 0.0000, 2.7500, 0.0000]
[5.4627, 0.0000, 38.1258, 1.0000]","[0.3636, -0.0000, 0.0000, -1.9864]
[-0.0000, 0.3636, -0.0000, -0.0000]
[0.0000, -0.0000, 0.3636, -13.8639]
[-0.0000, 0.0000, -0.0000, 1.0000]",1,27,-10,-11
